flight_id,flight_date,airline,flight_number,origin_airport,destination_airport,delay_in_minutes,cancelled,cancel_reason
492,2015-04-06,F9,439,OMA,DEN,69,0,
493,2015-02-14,MQ,2958,FAR,DFW,44,1,Weather
494,2015-07-21,MQ,3432,DCA,JFK,854,1,Security
495,2015-10-03,MQ,3613,MSN,DFW,988,0,
496,2015-02-05,MQ,3568,CMH,LGA,417,0,
497,2015-05-12,OO,5348,SBP,LAX,55,0,
498,2015-09-11,OO,5256,COS,IAH,224,0,
499,2015-10-30,OO,4747,OAK,SLC,989,0,
500,2015-07-21,OO,5464,LAR,DEN,68,0,
501,2015-07-03,OO,5608,SAN,LAX,14,0,
502,2015-11-16,OO,5636,BFL,SFO,786,0,
503,2015-06-29,OO,6571,DRO,PHX,13,0,
504,2015-08-05,OO,6573,MRY,PHX,167,1,Security
505,2015-11-20,OO,6616,FAT,PHX,325,0,
506,2015-03-04,NK,612,MSP,ORD,907,0,
507,2015-09-25,NK,940,DFW,ORD,668,0,
508,2015-05-04,OO,6368,BIS,DEN,396,0,
509,2015-02-18,HA,101,ITO,HNL,517,1,Security
510,2015-03-29,B6,762,PBI,LGA,94,0,
511,2015-09-11,OO,5249,SAT,ORD,252,1,Weather
512,2015-04-12,UA,207,FLL,IAH,779,1,Airline/Carrier
513,2015-03-05,US,1931,BUF,CLT,977,0,
514,2015-09-17,UA,732,SEA,ORD,850,0,
515,2015-12-02,WN,698,CMH,FLL,386,1,Security
516,2015-12-27,WN,799,LAS,HOU,424,1,Security
517,2015-09-10,WN,687,PVD,MCO,847,0,
518,2015-06-14,WN,823,SAN,BWI,645,0,
519,2015-04-06,WN,603,SAN,MDW,954,0,
520,2015-02-25,WN,885,SMF,PHX,397,0,
521,2015-11-17,UA,1192,SAN,DEN,81,0,
522,2015-04-06,UA,1568,SAN,EWR,309,0,
523,2015-09-16,US,460,SJC,PHX,718,0,
524,2015-07-08,AA,269,SJC,DFW,697,0,
525,2015-05-27,AA,1186,DFW,BOS,675,1,Airline/Carrier
526,2015-11-15,AA,1390,SAN,DFW,418,0,
527,2015-09-19,AA,2420,LAX,DFW,865,0,
528,2015-05-19,AS,545,ONT,SEA,917,0,
529,2015-10-02,AA,955,RDU,MIA,881,0,
530,2015-11-13,DL,2129,ROC,ATL,135,0,
531,2015-09-09,DL,1518,MCO,ATL,407,0,
532,2015-07-10,DL,1588,DCA,MSP,654,0,
533,2015-02-20,EV,4468,CAE,IAH,806,0,
534,2015-12-05,EV,5534,BTR,ATL,661,0,
535,2015-02-23,F9,1338,IAD,MSP,273,0,
536,2015-04-05,MQ,3205,SAV,DFW,842,1,Security
537,2015-11-17,MQ,3173,GRI,DFW,504,0,
538,2015-10-11,NK,470,PDX,SAN,632,0,
539,2015-08-26,NK,742,DFW,MSP,30,0,
540,2015-07-14,OO,4762,PSP,SLC,572,1,Airline/Carrier
541,2015-01-08,OO,4716,ISN,MSP,777,0,
542,2015-01-10,OO,5616,HLN,DEN,396,0,
543,2015-04-04,UA,1026,MCO,IAH,775,1,Airline/Carrier
544,2015-11-06,B6,1481,BOS,RIC,673,0,
545,2015-07-25,F9,344,BZN,DEN,957,0,
546,2015-11-14,OO,4624,FAT,SLC,405,0,
547,2015-05-10,OO,6372,FSD,DEN,544,1,Airline/Carrier
548,2015-03-02,NK,200,IAH,ORD,956,1,Weather
549,2015-03-20,UA,206,EWR,IAH,24,0,
550,2015-07-03,DL,1515,PIT,DTW,27,0,
551,2015-07-05,US,1982,FLL,CLT,109,0,
552,2015-05-05,UA,525,MIA,EWR,412,0,
553,2015-08-20,WN,871,DEN,ATL,644,0,
554,2015-11-20,WN,343,MDW,PHX,186,0,
555,2015-12-05,US,598,LAX,PHL,466,0,
556,2015-11-06,AA,127,IAD,DFW,292,1,Security
557,2015-09-18,AA,387,LAX,AUS,317,0,
558,2015-10-16,AA,1079,CLT,DFW,197,0,
559,2015-09-15,AA,1207,PHL,DFW,973,0,
560,2015-12-14,AA,1343,DFW,CLT,432,0,
561,2015-07-18,AA,1635,ATL,DFW,481,0,
562,2015-10-08,AA,2379,RDU,DFW,383,0,
563,2015-06-14,AA,2272,SAT,DFW,704,0,
564,2015-05-14,AS,124,FAI,SEA,89,0,
565,2015-05-02,B6,70,FLL,BOS,825,0,
566,2015-02-20,B6,966,RSW,BOS,486,0,
567,2015-04-03,DL,891,MIA,ATL,336,0,
568,2015-05-17,DL,2234,BWI,MSP,326,0,
569,2015-05-28,DL,2480,MDT,ATL,787,1,Airline/Carrier
570,2015-10-07,B6,2180,EWR,BOS,78,0,
571,2015-10-02,EV,5221,SCE,DTW,581,0,
572,2015-05-06,F9,308,GEG,DEN,304,0,
573,2015-06-01,MQ,3609,LEX,DFW,961,0,
574,2015-07-01,MQ,3634,VPS,DFW,647,1,Weather
575,2015-12-15,NK,969,BWI,ORD,867,0,
576,2015-04-17,OO,6557,SBA,PHX,460,0,
577,2015-08-08,OO,6564,SBP,PHX,960,1,Weather
578,2015-02-07,EV,4418,PNS,IAH,910,0,
579,2015-01-05,OO,6230,COS,DEN,666,0,
580,2015-03-18,EV,3272,CLE,ORD,504,0,
581,2015-11-23,HA,104,LIH,HNL,738,1,Airline/Carrier
582,2015-01-01,OO,7396,TWF,SLC,953,0,
583,2015-01-03,DL,1592,SAN,ATL,377,1,Security
584,2015-08-28,UA,195,BDL,ORD,832,0,
585,2015-12-22,US,649,LAX,PHX,340,0,
586,2015-10-09,US,674,EWR,PHX,730,0,
587,2015-03-26,US,835,PHL,CLT,628,1,Airline/Carrier
588,2015-06-28,UA,572,AUS,IAH,40,0,
589,2015-05-25,UA,577,SFO,EWR,148,0,
590,2015-08-10,OO,5628,RNO,SFO,309,0,
591,2015-06-20,WN,4570,SEA,MDW,333,0,
592,2015-04-28,WN,660,SJU,TPA,371,0,
593,2015-02-10,UA,1231,HNL,LAX,480,1,Security
594,2015-01-01,US,401,CLT,PHL,998,0,
595,2015-11-10,US,433,JFK,PHX,888,1,Weather
596,2015-06-16,US,567,SAN,PHX,406,1,Weather
597,2015-09-03,US,595,ONT,PHX,45,0,
598,2015-02-07,AA,148,MIA,CLT,338,0,
599,2015-07-18,AA,330,PBI,ORD,99,0,
600,2015-04-03,AA,1381,EWR,DFW,800,0,
601,2015-03-22,AS,157,ANC,OTZ,316,0,
602,2015-05-05,AS,499,SAN,SEA,601,0,
603,2015-07-11,AS,573,SAN,PDX,125,1,Security
604,2015-09-01,B6,23,JFK,LAX,389,0,
605,2015-06-02,B6,1099,LGA,MCO,545,0,
606,2015-04-21,B6,929,JFK,RSW,332,0,
607,2015-01-20,B6,1285,BOS,PIT,429,0,
608,2015-07-22,DL,418,SFO,JFK,227,0,
609,2015-11-21,DL,783,MSP,ATL,516,0,
610,2015-09-06,DL,1984,AUS,ATL,617,0,
611,2015-11-27,DL,2114,COS,ATL,386,0,
612,2015-12-25,DL,2283,DTW,ATL,235,0,
613,2015-01-08,DL,2370,MSY,LGA,459,0,
614,2015-07-18,DL,1598,SEA,ATL,434,0,
615,2015-03-28,DL,1809,EWR,ATL,790,0,
616,2015-07-23,DL,1872,TPA,ATL,607,0,
617,2015-09-24,EV,2549,BPT,DFW,6,0,
618,2015-12-27,EV,3261,RIC,IAD,100,0,
619,2015-08-25,EV,3929,EWR,JAX,906,0,
620,2015-05-12,EV,4306,GPT,IAH,903,0,
621,2015-03-21,F9,295,TPA,DEN,203,0,
622,2015-09-28,F9,711,RSW,DEN,562,0,
623,2015-03-18,F9,1246,DEN,DFW,833,0,
624,2015-01-05,F9,1108,CLE,MCO,447,1,Airline/Carrier
625,2015-05-09,MQ,2913,GPT,DFW,579,0,
626,2015-06-17,MQ,3649,MGM,DFW,440,0,
627,2015-08-11,OO,2604,SAN,LAX,965,0,
628,2015-07-14,NK,379,ACY,MYR,295,0,
629,2015-01-26,OO,5381,STC,ORD,837,1,Airline/Carrier
630,2015-08-27,OO,4553,BOI,LAX,489,0,
631,2015-02-09,OO,5186,SFO,SAN,685,0,
632,2015-07-03,OO,5581,MSP,LAX,381,0,
633,2015-01-02,OO,6588,BFL,PHX,943,1,Security
634,2015-05-18,UA,1534,TPA,ORD,42,0,
635,2015-07-29,EV,5764,ORD,IAD,751,0,
636,2015-04-30,HA,114,HNL,OGG,453,0,
637,2015-01-25,B6,675,JFK,MSY,941,0,
638,2015-12-15,OO,5297,MKE,ORD,987,0,
639,2015-09-22,UA,410,MIA,ORD,570,0,
640,2015-01-15,US,700,SEA,PHL,215,1,Airline/Carrier
641,2015-10-03,WN,1926,SAT,ATL,20,0,
642,2015-08-13,WN,1119,PDX,MDW,889,0,
643,2015-05-08,US,474,LAS,PHX,841,0,
644,2015-09-25,AA,129,JAX,DFW,205,0,
645,2015-07-31,AA,1349,MSY,DFW,899,1,Airline/Carrier
646,2015-03-19,AA,1543,PIT,DFW,969,0,
647,2015-04-24,AA,2220,COS,DFW,630,1,Security
648,2015-07-03,AS,240,SEA,SAN,564,1,Airline/Carrier
649,2015-05-22,AS,576,PDX,SAN,729,0,
650,2015-05-05,AS,724,SEA,SLC,391,0,
651,2015-10-17,B6,475,PVD,MCO,33,0,
652,2015-09-28,B6,1467,HPN,PBI,948,0,
653,2015-11-26,AA,1441,JFK,LAS,7,0,
654,2015-05-08,DL,2005,MLB,ATL,861,0,
655,2015-10-31,DL,2290,PIT,ATL,420,0,
656,2015-07-28,DL,1864,SAN,MSP,863,0,
657,2015-01-29,EV,5579,ABE,ATL,320,0,
658,2015-09-24,MQ,3443,SPI,DFW,465,0,
659,2015-01-25,OO,4758,PLN,DTW,714,1,Security
660,2015-06-22,OO,3460,PDX,ONT,253,0,
661,2015-07-08,UA,665,RSW,EWR,225,0,
662,2015-12-23,DL,1056,SJC,MSP,600,0,
663,2015-12-05,OO,4577,CIU,DTW,209,0,
664,2015-12-29,US,1718,MCO,CLT,119,0,
665,2015-08-27,US,1943,BWI,CLT,777,0,
666,2015-05-15,US,1946,EWR,CLT,6,0,
667,2015-04-19,WN,795,AUS,ATL,416,0,
668,2015-05-22,WN,692,CAK,MCO,694,0,
669,2015-09-21,WN,1170,FLL,LAS,757,0,
670,2015-09-26,WN,653,MKE,LAS,589,0,
671,2015-11-24,WN,890,PHX,MDW,850,0,
672,2015-05-26,WN,832,SJC,LAS,799,0,
673,2015-03-23,UA,1284,LAS,EWR,931,0,
674,2015-03-23,UA,1748,ORD,EWR,591,0,
675,2015-05-17,AA,1305,DSM,DFW,498,1,Weather
676,2015-04-09,AA,1285,IAH,DFW,317,1,Airline/Carrier
677,2015-10-13,AA,1562,RIC,DFW,5,0,
678,2015-04-14,AS,548,BLI,SEA,944,0,
679,2015-10-08,AS,558,PDX,LAX,109,0,
680,2015-03-20,AS,560,SEA,PSP,323,0,
681,2015-12-05,AS,569,LAX,PDX,219,0,
682,2015-04-26,AS,662,SEA,DFW,152,0,
683,2015-09-26,AS,709,SLC,SJC,447,1,Security
684,2015-01-21,AA,2476,BDL,MIA,326,0,
685,2015-03-12,DL,1332,RSW,ATL,883,0,
686,2015-04-20,DL,2135,TPA,LGA,740,0,
687,2015-06-11,DL,2276,MCO,LGA,780,0,
688,2015-07-02,DL,2566,SFO,MSP,106,0,
689,2015-04-28,EV,2506,CRP,DFW,315,0,
690,2015-11-12,EV,2555,SHV,DFW,395,0,
691,2015-11-04,EV,2561,BTR,DFW,163,0,
692,2015-10-16,EV,2537,MLU,DFW,268,0,
693,2015-10-04,MQ,2775,PIA,DFW,239,0,
694,2015-08-14,MQ,2966,ROW,DFW,424,1,Airline/Carrier
695,2015-07-07,MQ,3359,FWA,DFW,594,0,
696,2015-10-16,MQ,3476,CHS,MIA,562,0,
697,2015-04-14,MQ,3589,GSO,MIA,770,1,Weather
698,2015-02-19,NK,705,LGA,FLL,908,0,
699,2015-08-04,NK,567,DTW,ATL,471,0,
700,2015-01-26,NK,417,DTW,FLL,366,0,
701,2015-12-11,OO,3456,PDX,BUR,532,0,
702,2015-02-21,OO,5492,MSN,ORD,335,0,
703,2015-12-23,OO,6495,COS,LAX,360,0,
704,2015-04-16,OO,5291,GCC,DEN,976,0,
705,2015-10-29,UA,536,LAX,IAH,945,0,
706,2015-01-03,UA,259,SNA,IAH,585,0,
707,2015-05-01,UA,792,BUF,ORD,645,1,Airline/Carrier
708,2015-11-24,VX,922,SFO,LAX,224,0,
709,2015-05-07,WN,3213,DAL,MDW,64,0,
710,2015-11-22,WN,2599,LIT,DAL,980,0,
711,2015-05-07,WN,2199,MHT,MCO,85,0,
712,2015-12-12,WN,3739,ALB,MCO,665,1,Security
713,2015-02-09,WN,1188,SAT,BWI,310,0,
714,2015-08-03,WN,4563,OKC,ATL,796,1,Security
715,2015-12-02,US,593,SNA,PHX,762,1,Weather
716,2015-01-04,AA,323,DFW,STL,177,1,Airline/Carrier
717,2015-11-06,AA,1107,LGA,DFW,843,0,
718,2015-01-31,AA,1234,LAS,ORD,89,1,Security
719,2015-05-20,AA,1283,BNA,MIA,454,0,
720,2015-10-09,AA,1287,MSP,MIA,838,0,
721,2015-01-27,AA,1300,SNA,DFW,737,0,
722,2015-04-26,AA,2326,MIA,DCA,599,0,
723,2015-09-20,B6,318,JFK,BOS,433,1,Security
724,2015-04-26,B6,1137,BOS,DTW,823,0,
725,2015-10-18,DL,716,OMA,ATL,280,0,
726,2015-10-09,DL,765,PIT,MSP,619,1,Security
727,2015-07-11,DL,801,SNA,ATL,115,0,
728,2015-03-13,DL,827,FLL,ATL,901,0,
729,2015-12-10,DL,860,SNA,MSP,73,0,
730,2015-04-14,DL,886,ATL,LGA,83,0,
731,2015-04-26,DL,1135,BHM,ATL,313,0,
732,2015-06-04,DL,1324,BNA,ATL,428,1,Airline/Carrier
733,2015-03-04,AA,1449,FLL,DFW,683,0,
734,2015-06-30,DL,246,SAN,JFK,161,1,Security
735,2015-04-23,AA,2395,BHM,DFW,196,0,
736,2015-05-31,EV,4438,HOB,IAH,494,0,
737,2015-11-16,EV,6042,LNK,DEN,307,0,
738,2015-03-30,F9,110,DEN,MSP,485,0,
739,2015-10-14,F9,782,LAS,DEN,16,1,Airline/Carrier
740,2015-04-18,F9,268,SNA,DEN,176,0,
741,2015-08-12,MQ,2965,SGF,DFW,491,0,
742,2015-08-21,MQ,3009,CMI,DFW,754,1,Weather
743,2015-06-28,MQ,3431,COU,DFW,650,0,
744,2015-02-26,NK,301,BWI,FLL,197,0,
745,2015-11-13,NK,725,MCI,IAH,740,0,
746,2015-12-08,OO,6262,GTF,DEN,703,0,
747,2015-04-23,OO,4811,BNA,CVG,194,0,
748,2015-04-10,OO,6502,SNA,SFO,957,0,
749,2015-10-01,OO,6523,PHX,LAX,137,1,Weather
750,2015-09-05,OO,4974,ATL,IAH,970,0,
751,2015-11-30,OO,7385,EKO,SLC,861,1,Security
752,2015-03-12,B6,1208,IAD,JFK,161,0,
753,2015-09-25,HA,338,HNL,KOA,887,0,
754,2015-07-04,OO,6291,FAT,SFO,764,0,
755,2015-03-28,DL,1212,LAX,MSP,670,0,
756,2015-04-07,UA,284,PHX,SFO,636,1,Weather
757,2015-10-03,US,1866,PIT,CLT,224,1,Airline/Carrier
758,2015-01-15,US,2071,MSP,CLT,853,0,
759,2015-07-08,WN,985,BWI,MCO,779,0,
760,2015-03-28,WN,739,MSY,ATL,470,1,Security
761,2015-12-01,WN,2964,PHX,DAL,731,0,
762,2015-03-31,UA,1291,FLL,ORD,911,0,
763,2015-12-12,US,408,PHL,PHX,362,0,
764,2015-01-13,AA,338,LAX,SFO,264,0,
765,2015-08-17,AA,1371,MEM,DFW,99,0,
766,2015-02-17,AA,1318,BOS,DFW,647,0,
767,2015-02-02,AA,1595,AUS,DFW,555,1,Security
768,2015-12-23,AA,2226,DFW,TPA,25,0,
769,2015-06-10,AA,2429,CLE,DFW,651,0,
770,2015-08-14,AA,2424,LAX,DFW,321,0,
771,2015-01-05,AS,321,SJC,SEA,373,0,
772,2015-07-04,AS,582,PDX,SNA,882,0,
773,2015-02-26,AS,629,LAS,PDX,527,0,
774,2015-05-28,AS,805,SEA,SMF,135,0,
775,2015-09-14,B6,148,LGB,OAK,855,0,
776,2015-02-02,DL,476,LAX,JFK,81,0,
777,2015-11-12,DL,1085,AVL,ATL,676,0,
778,2015-03-27,DL,2512,HSV,ATL,780,0,
779,2015-01-16,EV,6175,BNA,ORD,66,0,
780,2015-07-24,MQ,3082,SAF,DFW,503,0,
781,2015-05-21,MQ,2973,GRR,DFW,938,0,
782,2015-11-20,MQ,3294,XNA,ORD,628,1,Airline/Carrier
783,2015-05-24,MQ,3268,SUX,ORD,959,0,
784,2015-03-23,MQ,3419,LFT,DFW,487,0,
785,2015-01-13,NK,729,ORD,TPA,966,1,Airline/Carrier
786,2015-05-21,OO,5536,PSP,IAH,480,0,
787,2015-05-15,OO,5428,HYS,DEN,180,0,
788,2015-09-28,UA,464,BOS,EWR,214,0,
789,2015-07-13,HA,332,HNL,ITO,719,0,
790,2015-06-24,AA,1101,JFK,MIA,463,0,
791,2015-06-10,NK,111,DTW,LAS,684,0,
792,2015-11-28,UA,1077,EWR,MIA,159,1,Security
793,2015-01-10,UA,1510,SAN,IAH,800,1,Security
794,2015-03-12,UA,204,DFW,IAH,242,1,Weather
795,2015-07-09,US,773,RIC,CLT,406,0,
796,2015-06-03,US,1960,TPA,CLT,993,0,
797,2015-10-12,UA,670,TPA,EWR,845,0,
798,2015-07-25,WN,707,CAK,ATL,775,0,
799,2015-12-01,WN,537,MCO,ATL,878,0,
800,2015-03-08,WN,897,ABQ,DAL,705,0,
801,2015-03-04,WN,753,PVD,FLL,642,1,Airline/Carrier
802,2015-03-12,WN,969,PHL,FLL,151,0,
803,2015-10-02,WN,4120,PHL,LAS,698,1,Security
804,2015-10-02,AA,299,MIA,DEN,298,0,
805,2015-06-26,AA,367,TUL,DFW,350,0,
806,2015-10-07,AA,222,LAX,BOS,13,0,
807,2015-12-01,AA,1104,DFW,LGA,719,0,
808,2015-01-26,AA,1373,BWI,DFW,154,0,
809,2015-09-06,AA,2401,DFW,LAX,670,0,
810,2015-02-06,B6,16,SFO,JFK,520,0,
811,2015-12-29,DL,1071,MKE,MSP,780,0,
812,2015-11-18,DL,2090,PDX,MSP,238,0,
813,2015-03-08,B6,2324,MCO,DCA,426,0,
814,2015-02-07,B6,2702,JFK,BUF,496,1,Airline/Carrier
815,2015-08-29,DL,1651,MSP,LAS,227,0,
816,2015-04-21,DL,1818,ATL,MCO,556,0,
817,2015-10-26,EV,3924,MFE,IAH,564,0,
818,2015-06-24,F9,907,TTN,RDU,461,0,
819,2015-11-30,MQ,3063,ELP,ORD,494,0,
820,2015-12-20,MQ,3110,HSV,ORD,315,0,
821,2015-10-02,MQ,3188,ABQ,ORD,494,0,
822,2015-09-06,UA,821,RDU,SFO,760,0,
823,2015-11-24,UA,312,EWR,LAX,494,0,
824,2015-11-27,US,823,DCA,CLT,65,0,
825,2015-10-10,UA,1052,MCO,EWR,467,1,Airline/Carrier
826,2015-09-27,AA,1553,DCA,MIA,773,1,Airline/Carrier
827,2015-10-15,B6,15,JFK,SFO,375,0,
828,2015-07-10,B6,453,JFK,PBI,305,0,
829,2015-12-01,DL,1547,LGA,ATL,439,0,
830,2015-10-09,OO,6618,PSP,PHX,674,0,
831,2015-07-16,OO,5366,DVL,JMS,393,1,Airline/Carrier
832,2015-03-24,UA,356,ALB,ORD,921,0,
833,2015-02-18,UA,392,PDX,SFO,568,1,Security
834,2015-05-13,UA,417,EWR,TPA,908,0,
835,2015-12-29,US,852,JAX,CLT,169,1,Security
836,2015-04-24,US,1722,CLE,CLT,533,0,
837,2015-06-26,US,1877,CLT,MIA,920,0,
838,2015-04-30,US,1961,IAH,CLT,631,0,
839,2015-05-06,US,1978,IND,CLT,813,1,Airline/Carrier
840,2015-04-13,US,2064,DFW,CLT,632,0,
841,2015-08-27,UA,463,LGA,ORD,120,0,
842,2015-05-31,UA,514,BOS,IAH,9,0,
843,2015-04-22,UA,521,BOS,ORD,779,0,
844,2015-02-21,UA,736,SFO,EWR,90,0,
845,2015-08-02,UA,795,SNA,DEN,351,1,Security
846,2015-07-17,UA,1027,SFO,IAH,100,0,
847,2015-12-14,VX,399,JFK,LAX,474,0,
848,2015-07-24,VX,897,LAS,SFO,547,0,
849,2015-12-02,WN,473,BUF,FLL,115,0,
850,2015-02-06,WN,309,BWI,HOU,680,1,Security
851,2015-09-09,WN,369,BWI,LAS,290,0,
852,2015-11-05,WN,4635,CLE,PHX,962,1,Weather
853,2015-11-30,WN,1019,DCA,DAL,519,0,
854,2015-08-12,WN,194,ISP,FLL,958,0,
855,2015-05-20,WN,2511,MDW,DAL,912,0,
856,2015-06-06,WN,767,MDW,TPA,353,0,
857,2015-07-05,WN,390,MSP,MDW,56,0,
858,2015-10-13,WN,443,PIT,MCO,379,1,Security
859,2015-07-22,WN,921,SAT,BNA,766,0,
860,2015-03-25,WN,2373,HOU,MCO,38,0,
861,2015-06-07,UA,1195,MCO,SFO,832,0,
862,2015-05-11,UA,1697,EWR,DEN,913,1,Security
863,2015-08-20,US,424,ORD,PHX,362,1,Weather
864,2015-01-16,US,461,ATL,CLT,999,0,
865,2015-01-06,US,568,SLC,PHX,731,0,
866,2015-07-01,US,590,BOI,PHX,435,1,Airline/Carrier
867,2015-01-11,US,621,DCA,PHX,173,0,
868,2015-04-28,AA,9,JFK,LAX,725,0,
869,2015-10-16,AA,17,ATL,MIA,708,0,
870,2015-05-29,AA,118,LAX,JFK,384,0,
871,2015-06-11,AA,68,SFO,MIA,765,0,
872,2015-06-06,AA,201,BOS,LAX,275,0,
873,2015-10-09,AA,204,MIA,LAS,481,1,Security
874,2015-08-12,AA,309,DFW,BNA,507,0,
875,2015-03-05,AA,315,LGA,ORD,457,0,
876,2015-12-30,AA,1242,FAT,DFW,335,1,Weather
877,2015-06-04,AA,1247,BOS,ORD,853,0,
878,2015-09-09,AA,1258,LAS,DFW,959,0,
879,2015-06-30,AA,1273,MIA,IAH,400,1,Airline/Carrier
880,2015-01-01,AA,1354,DFW,MCO,401,1,Airline/Carrier
881,2015-04-15,AA,1529,MCO,LAX,726,0,
882,2015-12-27,AA,1582,MIA,BOS,603,0,
883,2015-11-22,AA,1699,TPA,DFW,414,1,Airline/Carrier
884,2015-07-26,AA,1507,SEA,DFW,95,0,
885,2015-03-30,AA,1513,DFW,ATL,486,0,
886,2015-07-30,AA,1648,TUS,DFW,776,0,
887,2015-07-14,AA,2291,DFW,MIA,928,0,
888,2015-10-24,AA,2451,LGA,MIA,90,0,
889,2015-11-02,AS,17,EWR,SEA,220,0,
890,2015-05-08,AS,39,MSP,SEA,325,0,
891,2015-05-04,AS,112,ANC,SEA,998,0,
892,2015-07-09,AS,311,PSP,SFO,150,0,
893,2015-07-08,AS,313,SFO,SEA,681,0,
894,2015-02-28,AS,405,SJC,PDX,640,0,
895,2015-11-17,AS,415,PDX,SEA,895,1,Security
896,2015-08-12,AS,445,LAX,SEA,531,0,
897,2015-07-30,AS,466,SEA,LAX,619,0,
898,2015-08-24,AS,519,SNA,SEA,479,0,
899,2015-10-08,AS,531,BUR,SEA,365,0,
900,2015-06-03,AS,615,LAS,SEA,762,0,
901,2015-04-02,AS,663,PHX,PDX,593,0,
902,2015-02-02,AS,722,SLC,LAX,861,0,
903,2015-06-07,AS,833,PDX,HNL,352,0,
904,2015-01-25,AS,847,SAN,OGG,64,0,
905,2015-07-22,AS,883,OAK,LIH,613,0,
906,2015-12-23,B6,288,LAX,BOS,854,0,
907,2015-03-02,B6,289,BOS,DCA,391,0,
908,2015-12-21,B6,619,BOS,SAN,935,0,
909,2015-02-25,B6,723,DCA,MCO,747,0,
910,2015-09-25,B6,1109,BOS,JAX,936,0,
911,2015-02-04,B6,1121,PDX,LGB,798,0,
912,2015-07-20,B6,1031,BOS,HOU,813,1,Airline/Carrier
913,2015-10-03,B6,1039,BOS,AUS,760,0,
914,2015-03-21,B6,2007,PIT,FLL,709,1,Airline/Carrier
915,2015-01-17,DL,364,SEA,LAX,397,0,
916,2015-10-27,DL,400,PDX,JFK,49,0,
917,2015-04-23,DL,424,JFK,LAX,66,0,
918,2015-06-11,DL,822,SEA,DTW,761,0,
919,2015-09-16,DL,854,SFO,DTW,237,0,
920,2015-09-20,DL,872,DCA,ATL,578,0,
921,2015-02-18,DL,1183,ORF,ATL,938,0,
922,2015-02-18,DL,1280,DAB,ATL,567,0,
923,2015-08-02,DL,1305,PBI,ATL,182,0,
924,2015-04-06,DL,1440,SLC,MSP,907,1,Weather
925,2015-03-31,DL,1453,SEA,MSP,215,0,
926,2015-11-28,AA,1461,DAY,DFW,609,0,
927,2015-11-28,DL,1971,MSP,PHX,431,0,
928,2015-06-23,DL,2017,LGA,PBI,494,0,
929,2015-01-21,DL,2123,RSW,LGA,398,0,
930,2015-08-31,DL,2151,MIA,LGA,88,0,
931,2015-12-27,DL,2180,CLE,ATL,276,0,
932,2015-09-01,DL,2351,PBI,LGA,329,0,
933,2015-05-02,DL,2365,JFK,SJU,708,1,Airline/Carrier
934,2015-02-18,DL,2539,MKE,ATL,854,0,
935,2015-11-05,B6,2784,RDU,BOS,373,0,
936,2015-06-12,DL,46,JFK,SFO,493,0,
937,2015-09-19,DL,1498,FLL,LGA,785,0,
938,2015-09-15,DL,1506,LAX,DTW,200,1,Security
939,2015-04-19,DL,1795,LAS,JFK,943,0,
940,2015-12-26,DL,1894,MSP,MIA,927,0,
941,2015-11-04,DL,1925,MSP,RSW,360,0,
942,2015-10-18,AA,2393,JFK,MCO,572,0,
943,2015-06-15,EV,4513,CLE,ORD,412,0,
944,2015-03-04,EV,4524,LFT,IAH,320,0,
945,2015-06-06,EV,4871,SHV,ATL,753,1,Security
946,2015-04-23,EV,4987,ROC,LGA,912,0,
947,2015-10-07,EV,5423,CID,MSP,431,1,Airline/Carrier
948,2015-09-30,EV,5755,PVD,ORD,275,0,
949,2015-06-05,F9,1061,ORD,PHX,597,1,Weather
950,2015-02-04,F9,1120,CLE,RSW,769,0,
951,2015-01-01,F9,676,DEN,MCO,518,0,
952,2015-09-28,F9,681,MCO,DEN,62,0,
953,2015-05-14,MQ,2841,DFW,DSM,351,0,
954,2015-01-24,MQ,2852,GRK,DFW,100,0,
955,2015-08-17,MQ,2871,PNS,DFW,991,0,
956,2015-08-09,MQ,3024,GJT,DFW,288,0,
957,2015-09-28,MQ,3051,HPN,ORD,119,0,
958,2015-04-10,MQ,2991,BMI,DFW,147,0,
959,2015-06-16,MQ,3362,DFW,MAF,396,0,
960,2015-02-14,NK,231,ATL,FLL,38,1,Security
961,2015-04-18,NK,259,ACY,FLL,646,0,
962,2015-03-16,NK,183,LBE,RSW,339,0,
963,2015-09-26,NK,193,IAH,LAS,911,0,
964,2015-01-29,NK,198,FLL,MCO,359,0,
965,2015-03-14,NK,610,FLL,BOS,606,0,
966,2015-07-09,OO,6194,ASE,DEN,256,0,
967,2015-06-22,OO,6272,BUR,SFO,983,0,
968,2015-12-27,OO,3479,SAN,SLC,917,0,
969,2015-01-17,HA,217,KOA,HNL,980,1,Weather
970,2015-09-16,OO,4623,SEA,PDX,910,0,
971,2015-03-22,OO,5471,RKS,DEN,568,0,
972,2015-10-23,OO,5632,SBA,SFO,543,1,Weather
973,2015-09-07,OO,6225,BOI,ORD,582,1,Security
974,2015-11-19,OO,7382,CPR,SLC,714,1,Security
975,2015-04-25,OO,5633,COS,DEN,380,0,
976,2015-07-20,UA,296,ORD,DEN,270,0,
977,2015-02-24,UA,656,PHX,ORD,59,0,
978,2015-03-08,UA,1441,MSY,IAH,612,0,
979,2015-06-16,UA,1764,CLE,RSW,744,0,
980,2015-12-26,AA,130,MIA,TPA,51,0,
981,2015-01-11,EV,4221,BTR,IAH,640,0,
