gender,country,facebook_game,age,browser,total_playing_hours,total_money_spent
Female,Israel,Candy Crush Saga,25,Internet Explorer,2,7541.79
Male,United States,Township,26,Safari,61,1862.3
Female,France,Candy Crush Saga,23,Internet Explorer,33,6013.31
Male,France,Township,21,Internet Explorer,53,4014.91
Female,United States,Candy Crush Saga,25,Chrome,26,4460.1
Female,Canada,Township,28,Chrome,56,9007.21
Female,France,Zynga Poker,28,Safari,26,1214.27
Male,France,Township,29,Safari,5,8187.27
Male,France,Candy Crush Saga,22,Safari,70,6278.87
Female,United States,Township,28,Internet Explorer,13,2113.67
Male,France,Candy Crush Saga,30,Internet Explorer,73,9732.79
Male,United States,Township,23,Chrome,52,3389.66
Male,France,Zynga Poker,26,Opera,17,3783.08
Male,France,Zynga Poker,24,Internet Explorer,19,1919.41
Female,France,Candy Crush Saga,23,Safari,14,6918.95
Male,United States,Candy Crush Saga,27,Internet Explorer,100,8995.2
Female,Canada,Zynga Poker,27,Internet Explorer,23,2053.0
Male,Canada,Zynga Poker,21,Chrome,86,1851.99
Male,France,Candy Crush Saga,18,Chrome,75,3476.61
Female,United States,Zynga Poker,27,Safari,93,7522.94
Female,France,Zynga Poker,18,Opera,97,2630.16
Male,Canada,Zynga Poker,18,Opera,15,9792.45
Male,Canada,Township,21,Safari,76,4464.3
Male,France,Candy Crush Saga,29,Opera,3,911.16
Female,United States,Township,21,Chrome,99,7591.75
Male,France,Township,26,Opera,36,4073.1
Male,United States,Zynga Poker,20,Safari,76,483.44
Female,France,Zynga Poker,24,Opera,32,2259.63
Male,United States,Zynga Poker,24,Chrome,74,8400.3
Female,Canada,Zynga Poker,22,Safari,54,2152.77
Male,United States,Candy Crush Saga,27,Safari,30,7016.13
Female,France,Candy Crush Saga,23,Chrome,17,9431.71
Male,Canada,Candy Crush Saga,27,Opera,80,4712.86
Female,Canada,Zynga Poker,22,Safari,28,1998.53
Male,France,Township,25,Opera,82,345.38
Male,Canada,Township,29,Safari,5,6754.23
Female,United States,Zynga Poker,25,Chrome,12,4679.34
Male,France,Zynga Poker,22,Chrome,1,4931.13
Female,Canada,Candy Crush Saga,27,Opera,41,1223.77
Male,France,Zynga Poker,20,Internet Explorer,70,7561.71
Female,United States,Township,20,Safari,79,5214.52
Male,United States,Zynga Poker,29,Safari,76,596.62
Male,Canada,Zynga Poker,28,Internet Explorer,64,4449.88
Male,France,Candy Crush Saga,20,Opera,75,1027.83
Male,France,Township,22,Internet Explorer,26,8703.13
Male,France,Township,27,Safari,11,4659.75
Female,France,Zynga Poker,23,Opera,93,9436.11
Male,France,Zynga Poker,19,Internet Explorer,49,9640.6
Female,United States,Candy Crush Saga,30,Opera,56,8625.42
Male,United States,Township,19,Chrome,51,7611.92
Female,Canada,Candy Crush Saga,19,Safari,91,3817.52
Male,United States,Candy Crush Saga,22,Safari,62,6888.68
Male,Canada,Township,25,Internet Explorer,69,7664.42
Female,United States,Township,19,Chrome,96,1530.63
Male,France,Township,19,Internet Explorer,78,6951.94
Female,France,Zynga Poker,26,Safari,16,908.26
Male,Canada,Township,26,Chrome,25,8161.65
Male,United States,Candy Crush Saga,24,Safari,32,9391.82
Male,France,Zynga Poker,29,Internet Explorer,3,4522.8
Female,France,Zynga Poker,27,Internet Explorer,85,1047.42
Female,Canada,Zynga Poker,19,Internet Explorer,36,9699.78
Male,France,Zynga Poker,21,Chrome,68,2030.28
Male,France,Zynga Poker,28,Opera,97,8665.27
Male,France,Township,26,Safari,45,3208.78
Male,France,Township,29,Opera,62,8095.58
Female,United States,Zynga Poker,21,Chrome,3,7282.0
Male,France,Zynga Poker,21,Internet Explorer,45,2750.77
Male,France,Zynga Poker,20,Opera,75,7062.57
Female,United States,Zynga Poker,19,Safari,85,8507.61
Female,Israel,Township,30,Opera,37,4374.14
Male,United States,Township,29,Internet Explorer,72,9601.35
Female,United States,Candy Crush Saga,25,Internet Explorer,97,6934.23
Female,France,Zynga Poker,20,Chrome,37,9946.26
Male,France,Candy Crush Saga,30,Chrome,93,7611.72
Female,Canada,Candy Crush Saga,18,Safari,14,3385.79
Male,Canada,Zynga Poker,24,Safari,82,9668.07
Female,France,Candy Crush Saga,26,Chrome,77,8734.36
Male,France,Zynga Poker,22,Chrome,98,1355.41
Female,France,Candy Crush Saga,18,Opera,45,7491.88
Male,Canada,Candy Crush Saga,21,Safari,74,245.87
Male,United States,Candy Crush Saga,21,Internet Explorer,41,6716.84
Female,United States,Zynga Poker,18,Internet Explorer,21,3621.63
Female,France,Zynga Poker,19,Opera,63,6618.13
Male,France,Zynga Poker,25,Chrome,83,9586.25
Female,France,Zynga Poker,20,Chrome,87,9824.89
Female,United States,Township,29,Chrome,95,1846.82
Female,France,Zynga Poker,25,Safari,79,7961.79
Female,Canada,Township,23,Internet Explorer,68,7011.95
Female,France,Township,23,Internet Explorer,15,7323.64
Female,United States,Township,22,Chrome,88,9078.8
Male,Canada,Township,23,Chrome,32,874.07
Male,United States,Zynga Poker,21,Internet Explorer,96,245.39
Female,France,Candy Crush Saga,28,Safari,45,4609.33
Female,France,Zynga Poker,28,Opera,73,984.64
Female,France,Candy Crush Saga,20,Safari,69,5724.02
Female,United States,Candy Crush Saga,20,Opera,14,1834.05
Male,France,Candy Crush Saga,22,Chrome,61,5543.65
Male,United States,Candy Crush Saga,18,Safari,81,9418.62
Male,France,Township,25,Opera,35,3376.91
Male,France,Candy Crush Saga,21,Opera,3,3753.81
Female,France,Zynga Poker,29,Internet Explorer,78,5063.08
Male,France,Candy Crush Saga,21,Safari,56,1047.53
Male,France,Candy Crush Saga,22,Internet Explorer,89,5829.74
Female,United States,Zynga Poker,18,Chrome,57,3294.66
Male,Canada,Candy Crush Saga,24,Chrome,96,5727.37
Male,United States,Zynga Poker,18,Opera,47,9299.25
Female,Canada,Township,21,Chrome,71,3894.91
Male,Canada,Zynga Poker,28,Chrome,28,5872.25
Male,United States,Candy Crush Saga,19,Chrome,57,2328.43
Male,France,Township,26,Opera,85,1353.47
Female,United States,Candy Crush Saga,23,Opera,79,2422.2
Female,United States,Candy Crush Saga,29,Opera,62,4266.13
Male,France,Township,29,Internet Explorer,42,5699.63
Female,Canada,Candy Crush Saga,27,Internet Explorer,52,3858.38
Female,United States,Township,26,Internet Explorer,85,6802.06
Female,Canada,Township,28,Internet Explorer,97,6195.06
Male,France,Zynga Poker,28,Opera,80,6861.07
Male,France,Candy Crush Saga,18,Internet Explorer,51,8703.77
Male,Canada,Township,22,Safari,82,162.67
Male,Canada,Candy Crush Saga,29,Chrome,16,6665.79
Female,Canada,Zynga Poker,18,Internet Explorer,72,1107.63
Male,France,Township,20,Opera,57,9847.08
Female,France,Zynga Poker,24,Chrome,85,802.05
Female,France,Candy Crush Saga,22,Internet Explorer,81,4580.91
Male,United States,Candy Crush Saga,26,Safari,55,9315.97
Female,France,Township,20,Chrome,64,9225.89
Male,United States,Candy Crush Saga,23,Internet Explorer,95,7237.46
Female,United States,Zynga Poker,24,Chrome,77,108.98
Male,France,Candy Crush Saga,27,Internet Explorer,69,5205.55
Female,France,Zynga Poker,21,Opera,58,962.49
Female,United States,Township,23,Chrome,74,2349.22
Male,France,Township,25,Chrome,39,2000.33
Male,France,Zynga Poker,18,Internet Explorer,32,4577.56
Female,France,Township,22,Internet Explorer,2,4239.22
Male,United States,Candy Crush Saga,20,Internet Explorer,34,2597.26
Female,Canada,Candy Crush Saga,25,Safari,59,7033.33
Female,France,Candy Crush Saga,22,Chrome,26,3875.38
Female,France,Zynga Poker,27,Safari,74,2103.69
Male,United States,Candy Crush Saga,22,Safari,34,2163.84
Male,Canada,Zynga Poker,28,Safari,17,5311.02
Female,France,Township,18,Opera,94,377.11
Male,France,Township,29,Safari,76,7519.0
Female,United States,Zynga Poker,19,Opera,38,7144.53
Male,France,Candy Crush Saga,28,Safari,36,616.63
Male,United States,Township,22,Internet Explorer,9,7767.48
Male,France,Township,30,Chrome,91,1167.76
Male,United States,Zynga Poker,20,Safari,19,3990.72
Female,France,Candy Crush Saga,18,Safari,55,4922.75
Male,United States,Candy Crush Saga,22,Safari,2,9950.46
Female,France,Township,28,Internet Explorer,92,5528.84
Male,France,Zynga Poker,22,Internet Explorer,80,4275.32
Male,France,Township,18,Safari,6,827.28
Male,France,Zynga Poker,24,Opera,5,2096.97
Male,France,Zynga Poker,18,Chrome,98,7504.39
Male,France,Township,24,Opera,7,5021.5
Female,United States,Zynga Poker,21,Internet Explorer,93,1654.2
Female,Canada,Candy Crush Saga,26,Internet Explorer,77,2324.69
Male,United States,Zynga Poker,22,Chrome,2,2121.82
Male,United States,Zynga Poker,29,Safari,8,5600.88
Male,United States,Township,21,Chrome,73,3132.86
Male,United States,Township,30,Safari,100,2245.26
Female,Israel,Candy Crush Saga,29,Chrome,24,6972.02
Male,Canada,Township,20,Chrome,89,5831.12
Female,United States,Zynga Poker,22,Opera,38,935.89
Female,United States,Township,28,Opera,78,7921.67
Male,United States,Township,20,Opera,51,3479.74
Male,France,Candy Crush Saga,20,Internet Explorer,59,4799.35
Female,United States,Zynga Poker,25,Internet Explorer,89,3107.07
Female,Canada,Township,24,Internet Explorer,58,8413.59
Female,Canada,Zynga Poker,28,Chrome,30,3521.73
Female,Canada,Zynga Poker,19,Opera,48,3092.63
Male,France,Township,26,Internet Explorer,95,4701.41
Female,United States,Township,24,Internet Explorer,70,6358.29
Female,United States,Township,22,Chrome,3,3338.07
Male,France,Zynga Poker,25,Chrome,12,3028.74
Female,United States,Township,27,Safari,71,4375.58
Male,United States,Township,28,Chrome,67,4546.86
Female,United States,Candy Crush Saga,26,Safari,65,8626.29
Male,United States,Candy Crush Saga,20,Safari,67,3576.7
Male,United States,Zynga Poker,18,Opera,77,8280.53
Male,United States,Candy Crush Saga,26,Chrome,12,1210.5
Female,France,Township,26,Chrome,65,9590.88
Male,United States,Zynga Poker,23,Internet Explorer,29,1641.23
Female,France,Township,22,Internet Explorer,3,7718.03
Female,Canada,Township,28,Opera,51,4521.06
Male,France,Zynga Poker,30,Internet Explorer,17,1030.17
Female,France,Zynga Poker,21,Opera,80,5125.45
Male,France,Zynga Poker,24,Chrome,64,8370.73
Male,France,Candy Crush Saga,21,Opera,23,5502.4
Male,France,Zynga Poker,20,Internet Explorer,22,652.64
Male,France,Candy Crush Saga,25,Internet Explorer,71,3984.02
Female,France,Township,30,Internet Explorer,73,9259.21
Male,United States,Township,22,Chrome,51,4241.39
Male,France,Zynga Poker,20,Internet Explorer,70,8650.12
Male,Israel,Zynga Poker,18,Safari,67,7760.47
Male,France,Candy Crush Saga,25,Opera,33,113.81
Male,Israel,Zynga Poker,18,Chrome,11,1991.15
Male,Canada,Township,19,Chrome,91,2670.31
Male,France,Candy Crush Saga,24,Internet Explorer,99,2174.34
Female,Canada,Candy Crush Saga,30,Safari,6,8907.64
Female,United States,Zynga Poker,30,Internet Explorer,5,3604.14
Male,United States,Zynga Poker,29,Safari,63,9039.42
Male,United States,Zynga Poker,25,Opera,66,6591.24
Female,United States,Candy Crush Saga,22,Internet Explorer,72,5724.88
Female,France,Zynga Poker,20,Internet Explorer,21,4656.03
Male,United States,Township,25,Chrome,91,7945.32
Female,Canada,Zynga Poker,27,Chrome,27,7505.95
Male,France,Township,24,Opera,90,3178.37
Female,United States,Zynga Poker,25,Chrome,50,3831.27
Female,France,Zynga Poker,29,Chrome,9,1553.47
Female,France,Township,21,Opera,99,3112.31
Female,France,Township,23,Safari,2,7984.94
Male,France,Township,26,Safari,12,3811.72
Male,France,Zynga Poker,29,Chrome,59,3849.53
Male,United States,Township,28,Chrome,33,9411.84
Female,France,Candy Crush Saga,22,Opera,54,1792.25
Female,United States,Candy Crush Saga,18,Chrome,71,1052.62
Male,France,Township,27,Safari,89,7303.51
Female,Canada,Zynga Poker,30,Internet Explorer,65,8871.28
Male,United States,Zynga Poker,27,Opera,26,7769.55
Male,United States,Township,28,Safari,44,5205.68
Female,United States,Zynga Poker,20,Internet Explorer,32,490.83
Male,France,Candy Crush Saga,29,Chrome,4,9774.12
Male,France,Zynga Poker,23,Opera,38,6507.38
Male,United States,Candy Crush Saga,29,Safari,46,108.48
Female,United States,Candy Crush Saga,19,Internet Explorer,67,872.7
Male,France,Township,26,Internet Explorer,51,6908.92
Male,United States,Zynga Poker,20,Chrome,8,7119.29
Female,France,Zynga Poker,19,Safari,32,5882.23
Male,United States,Candy Crush Saga,21,Opera,4,2356.58
Male,France,Candy Crush Saga,27,Chrome,91,3409.4
Female,France,Zynga Poker,23,Chrome,18,6755.03
Female,France,Township,29,Internet Explorer,49,3327.11
Male,Canada,Township,19,Internet Explorer,12,3931.09
Female,France,Township,18,Chrome,66,1123.16
Male,France,Township,20,Opera,69,5875.5
Female,France,Zynga Poker,29,Opera,66,6107.57
Female,France,Candy Crush Saga,27,Internet Explorer,11,1443.12
Female,United States,Township,21,Internet Explorer,62,7018.92
Female,United States,Township,24,Internet Explorer,52,5181.16
Male,France,Zynga Poker,22,Opera,46,3526.73
Male,United States,Candy Crush Saga,30,Chrome,25,360.31
Male,France,Township,24,Safari,79,1437.6
Female,United States,Zynga Poker,18,Opera,22,4893.04
Female,Canada,Zynga Poker,23,Chrome,56,4813.77
Female,Canada,Township,22,Internet Explorer,61,4605.24
Male,United States,Township,22,Safari,19,5500.9
Male,United States,Candy Crush Saga,25,Internet Explorer,33,4318.71
Female,Canada,Zynga Poker,29,Safari,58,595.88
Female,France,Township,18,Chrome,91,7985.83
Female,United States,Candy Crush Saga,29,Opera,45,1131.33
Female,United States,Zynga Poker,30,Opera,96,1638.79
Female,Canada,Candy Crush Saga,28,Internet Explorer,45,3237.99
Male,United States,Township,22,Opera,83,3480.74
Female,France,Zynga Poker,25,Chrome,63,6217.79
Female,France,Township,24,Opera,15,5341.72
Male,France,Township,22,Internet Explorer,83,4320.41
Female,France,Township,25,Chrome,28,9975.83
Male,Canada,Township,20,Chrome,62,7490.7
Female,France,Zynga Poker,30,Internet Explorer,83,7549.34
Female,United States,Zynga Poker,26,Opera,90,2442.12
Female,France,Zynga Poker,21,Internet Explorer,58,4569.3
Female,France,Candy Crush Saga,19,Safari,5,439.42
Male,France,Candy Crush Saga,23,Opera,87,8367.25
Male,United States,Township,18,Opera,48,2134.41
Female,Canada,Candy Crush Saga,27,Internet Explorer,4,7491.11
Female,France,Zynga Poker,25,Opera,57,3147.18
Male,United States,Candy Crush Saga,22,Internet Explorer,53,310.05
Female,United States,Township,19,Internet Explorer,7,7291.98
Male,Israel,Zynga Poker,27,Safari,87,5313.9
Female,France,Zynga Poker,23,Opera,50,9639.45
Male,France,Zynga Poker,27,Internet Explorer,78,9179.69
Male,Canada,Zynga Poker,19,Safari,7,2623.74
Female,United States,Zynga Poker,21,Opera,76,4518.59
Female,France,Candy Crush Saga,18,Opera,75,4824.74
Female,United States,Zynga Poker,21,Internet Explorer,96,5194.5
Male,United States,Township,19,Opera,48,9874.83
Female,France,Township,20,Opera,40,8712.01
Female,Israel,Candy Crush Saga,30,Safari,14,6261.82
Female,Canada,Township,22,Safari,60,7225.93
Female,France,Zynga Poker,23,Safari,14,9625.45
Female,United States,Candy Crush Saga,21,Safari,87,1183.61
Male,Israel,Zynga Poker,21,Chrome,91,1202.99
Female,United States,Township,18,Opera,28,241.23
Male,France,Zynga Poker,20,Chrome,15,6134.5
Female,France,Candy Crush Saga,18,Internet Explorer,90,2908.57
Male,France,Township,22,Chrome,94,9387.01
Female,United States,Township,21,Safari,42,7588.38
Female,France,Zynga Poker,23,Opera,36,9254.87
Female,France,Township,21,Opera,94,2742.19
Female,United States,Township,18,Safari,60,5765.56
Female,France,Candy Crush Saga,19,Internet Explorer,15,1235.58
Female,France,Candy Crush Saga,23,Internet Explorer,67,8720.55
Male,United States,Zynga Poker,23,Internet Explorer,76,9774.33
Female,France,Township,23,Safari,18,9790.1
Female,France,Candy Crush Saga,26,Chrome,75,8377.03
Male,France,Zynga Poker,29,Chrome,83,9359.14
Female,United States,Zynga Poker,24,Internet Explorer,59,6241.82
Male,Canada,Township,28,Opera,62,4209.7
Male,Canada,Township,20,Opera,23,8722.5
Male,Canada,Zynga Poker,28,Safari,98,591.3
Male,United States,Zynga Poker,20,Safari,18,8746.09
Female,United States,Zynga Poker,20,Internet Explorer,27,818.85
Female,France,Township,27,Internet Explorer,39,5232.66
Female,United States,Zynga Poker,29,Internet Explorer,99,5479.48
Female,Israel,Zynga Poker,19,Chrome,49,6013.89
Female,France,Candy Crush Saga,30,Chrome,67,253.47
Male,France,Zynga Poker,22,Chrome,57,5420.86
Male,France,Township,25,Internet Explorer,10,5448.32
Female,France,Township,30,Internet Explorer,69,2483.77
Male,France,Township,24,Opera,32,1199.9
Female,United States,Zynga Poker,23,Chrome,88,5585.27
Male,France,Zynga Poker,29,Chrome,58,5615.88
Female,United States,Township,28,Safari,3,5502.9
Female,France,Township,22,Chrome,28,463.33
Female,United States,Zynga Poker,20,Safari,11,2336.04
Female,France,Zynga Poker,23,Internet Explorer,19,1370.15
Female,Canada,Township,25,Opera,65,5672.2
Male,United States,Candy Crush Saga,21,Chrome,88,3582.1
Female,France,Candy Crush Saga,25,Chrome,22,9237.31
Female,France,Zynga Poker,30,Opera,1,1869.46
Female,France,Zynga Poker,23,Internet Explorer,21,775.17
Female,Canada,Candy Crush Saga,22,Internet Explorer,78,5596.18
Male,United States,Candy Crush Saga,29,Opera,38,5186.56
Male,Canada,Township,20,Safari,22,7081.57
Female,France,Zynga Poker,29,Chrome,85,5462.0
Male,France,Zynga Poker,29,Safari,21,8842.17
Female,France,Candy Crush Saga,20,Safari,30,3029.67
Male,France,Candy Crush Saga,25,Safari,34,4743.81
Female,United States,Zynga Poker,19,Internet Explorer,34,7046.99
Female,United States,Candy Crush Saga,19,Opera,42,927.18
Male,France,Candy Crush Saga,23,Chrome,83,3164.15
Female,United States,Zynga Poker,19,Opera,79,1100.52
Female,Canada,Township,27,Safari,49,1213.55
Male,France,Zynga Poker,19,Safari,81,5229.99
Female,United States,Township,18,Chrome,74,8389.25
Male,United States,Township,19,Internet Explorer,82,6698.06
Male,United States,Zynga Poker,22,Internet Explorer,88,2592.55
Male,France,Zynga Poker,26,Internet Explorer,73,1622.46
Male,France,Zynga Poker,20,Internet Explorer,81,1044.63
Male,Israel,Zynga Poker,26,Internet Explorer,37,3429.72
Male,France,Township,21,Internet Explorer,43,5944.65
Female,United States,Candy Crush Saga,23,Safari,72,2290.0
Female,France,Township,27,Opera,34,5233.72
Male,United States,Township,19,Safari,84,2283.35
Female,United States,Township,20,Internet Explorer,57,2084.58
Female,France,Township,29,Chrome,70,9101.5
Female,France,Zynga Poker,24,Internet Explorer,67,1616.46
Female,United States,Candy Crush Saga,26,Chrome,22,7355.89
Female,United States,Candy Crush Saga,21,Opera,87,8769.36
Female,United States,Candy Crush Saga,21,Chrome,1,2847.67
Female,France,Candy Crush Saga,30,Safari,24,3003.31
Female,France,Zynga Poker,29,Safari,92,282.0
Female,France,Candy Crush Saga,30,Opera,97,2066.08
Female,United States,Township,23,Opera,94,7211.25
Female,Canada,Township,20,Opera,25,840.75
Male,United States,Candy Crush Saga,20,Safari,26,6769.46
Female,France,Zynga Poker,26,Internet Explorer,2,207.19
Male,France,Zynga Poker,22,Internet Explorer,42,5132.04
Female,France,Candy Crush Saga,21,Internet Explorer,64,1541.09
Female,France,Zynga Poker,22,Chrome,95,2944.39
Female,United States,Candy Crush Saga,21,Internet Explorer,32,581.82
Male,France,Zynga Poker,30,Chrome,68,2099.45
Female,France,Township,23,Internet Explorer,85,9020.98
Male,France,Zynga Poker,26,Safari,31,5075.87
Male,France,Township,20,Internet Explorer,3,9847.2
Female,France,Zynga Poker,18,Opera,40,174.16
Female,France,Township,29,Safari,35,9888.18
Female,Canada,Township,27,Opera,52,332.91
Male,United States,Candy Crush Saga,29,Internet Explorer,79,2985.02
Male,France,Zynga Poker,30,Chrome,20,1476.72
Male,France,Township,20,Safari,34,4055.4
Male,France,Zynga Poker,28,Opera,80,2211.88
Female,United States,Township,23,Internet Explorer,18,1243.44
Male,United States,Zynga Poker,26,Safari,95,8470.0
Female,France,Township,30,Opera,39,974.82
Male,France,Township,29,Internet Explorer,79,1700.05
Female,Canada,Candy Crush Saga,26,Internet Explorer,96,548.6
Female,France,Zynga Poker,24,Internet Explorer,45,6177.43
Male,France,Zynga Poker,25,Chrome,24,2145.16
Female,Canada,Township,26,Chrome,71,9831.76
Female,France,Township,22,Opera,46,3588.93
Male,Canada,Candy Crush Saga,29,Opera,92,4993.11
Male,Israel,Candy Crush Saga,19,Internet Explorer,40,6202.93
Male,France,Township,18,Chrome,63,4197.71
Female,Canada,Township,19,Internet Explorer,27,840.83
Male,United States,Township,23,Opera,38,2726.55
Female,France,Candy Crush Saga,30,Internet Explorer,88,1553.85
Female,United States,Zynga Poker,20,Internet Explorer,70,5814.03
Male,Canada,Candy Crush Saga,28,Chrome,50,2367.8
Male,United States,Candy Crush Saga,27,Safari,71,9302.07
Male,United States,Zynga Poker,22,Safari,51,9729.71
Male,Israel,Zynga Poker,29,Internet Explorer,2,5871.34
Male,France,Township,19,Safari,24,2519.53
Male,France,Candy Crush Saga,19,Safari,41,7521.07
Male,United States,Zynga Poker,24,Opera,33,7889.56
Male,Canada,Zynga Poker,30,Safari,86,938.03
Male,France,Candy Crush Saga,26,Chrome,43,2998.03
Male,United States,Township,26,Internet Explorer,21,5790.15
Female,France,Candy Crush Saga,27,Opera,81,5713.33
Male,United States,Candy Crush Saga,18,Safari,99,7123.27
Male,United States,Township,18,Opera,77,4348.75
Female,United States,Candy Crush Saga,30,Opera,45,6437.86
Male,France,Zynga Poker,24,Safari,97,9121.01
Male,France,Candy Crush Saga,28,Opera,99,2546.38
Female,United States,Candy Crush Saga,26,Internet Explorer,8,178.7
Male,United States,Candy Crush Saga,28,Chrome,4,6361.41
Female,Canada,Township,27,Safari,31,3750.88
Male,United States,Zynga Poker,22,Opera,67,4539.52
Female,France,Candy Crush Saga,21,Internet Explorer,25,132.8
Male,France,Zynga Poker,24,Safari,29,6747.68
Female,United States,Township,20,Internet Explorer,25,6900.25
Female,France,Township,27,Chrome,94,6677.61
Male,France,Candy Crush Saga,21,Internet Explorer,66,6725.33
Female,United States,Zynga Poker,24,Chrome,43,4638.41
Female,France,Zynga Poker,19,Chrome,98,6503.91
Female,France,Township,19,Opera,59,3237.98
Male,France,Candy Crush Saga,20,Chrome,99,1542.1
Female,United States,Candy Crush Saga,18,Chrome,17,8219.99
Female,United States,Zynga Poker,27,Chrome,36,1711.69
Male,Israel,Candy Crush Saga,19,Chrome,14,1528.28
Male,United States,Township,19,Safari,51,9407.97
Female,France,Township,18,Opera,52,6508.18
Male,United States,Zynga Poker,29,Opera,98,8747.91
Female,Canada,Zynga Poker,26,Chrome,44,8097.87
Male,Canada,Candy Crush Saga,22,Opera,2,9142.03
Female,United States,Township,29,Internet Explorer,15,1534.78
Female,United States,Township,19,Chrome,22,1421.68
Male,France,Township,24,Safari,45,1344.05
Female,Canada,Township,26,Chrome,75,809.97
Female,France,Zynga Poker,28,Chrome,9,8588.11
Male,France,Township,26,Opera,88,1172.73
Female,France,Zynga Poker,18,Opera,37,1285.04
Female,Israel,Township,22,Chrome,37,959.82
Female,France,Candy Crush Saga,19,Opera,56,8784.47
Male,France,Candy Crush Saga,28,Opera,76,878.83
Female,Canada,Township,24,Chrome,33,4378.97
Female,Canada,Candy Crush Saga,28,Opera,21,1042.22
Female,France,Zynga Poker,29,Internet Explorer,94,7452.02
Female,United States,Township,22,Chrome,32,3012.95
Female,France,Candy Crush Saga,18,Safari,83,6080.26
Male,Canada,Township,21,Chrome,48,9500.35
Male,United States,Zynga Poker,20,Safari,61,3400.73
Female,Canada,Township,21,Safari,54,6876.82
Male,Canada,Candy Crush Saga,22,Opera,67,1406.86
Male,France,Candy Crush Saga,29,Safari,5,554.78
Female,France,Township,18,Chrome,36,7650.62
Female,Canada,Candy Crush Saga,18,Safari,61,4680.24
Female,France,Township,29,Internet Explorer,91,1442.47
Male,United States,Zynga Poker,26,Internet Explorer,15,801.64
Female,United States,Zynga Poker,22,Internet Explorer,13,3162.03
Female,United States,Candy Crush Saga,25,Internet Explorer,34,9624.96
Male,France,Candy Crush Saga,27,Opera,98,7162.56
Male,France,Candy Crush Saga,21,Internet Explorer,31,1030.73
Female,France,Township,27,Chrome,100,8251.16
Female,United States,Candy Crush Saga,19,Chrome,55,4613.63
Female,United States,Zynga Poker,22,Internet Explorer,35,9410.36
Female,France,Candy Crush Saga,24,Safari,32,1057.84
Female,United States,Township,23,Safari,19,7191.35
Female,United States,Township,24,Internet Explorer,31,9273.23
Female,Canada,Zynga Poker,23,Chrome,56,9094.43
Female,France,Zynga Poker,27,Chrome,30,4788.92
Male,France,Township,26,Opera,47,2656.31
Male,United States,Township,18,Chrome,1,9263.2
Female,Canada,Candy Crush Saga,23,Safari,54,1059.3
Female,United States,Zynga Poker,19,Internet Explorer,45,6799.6
Female,United States,Township,24,Opera,22,5498.74
Female,France,Candy Crush Saga,23,Safari,61,4668.75
Female,Canada,Township,26,Internet Explorer,4,7274.82
Male,France,Township,22,Opera,46,6343.64
Male,Canada,Township,30,Safari,38,6404.41
Male,Canada,Township,26,Opera,71,4634.57
Female,United States,Zynga Poker,18,Chrome,86,1913.09
Male,Israel,Township,22,Internet Explorer,24,1787.14
Male,United States,Zynga Poker,18,Chrome,63,9008.68
Male,United States,Township,18,Chrome,77,9211.94
Male,United States,Candy Crush Saga,29,Safari,51,6311.3
Female,United States,Candy Crush Saga,27,Opera,47,1180.38
Female,Canada,Candy Crush Saga,28,Safari,85,5911.79
Male,France,Candy Crush Saga,23,Chrome,78,9654.72
Male,France,Zynga Poker,28,Chrome,28,2892.7
Female,France,Zynga Poker,23,Chrome,27,4950.86
Male,United States,Township,19,Chrome,4,4641.81
Male,France,Township,26,Internet Explorer,19,671.61
Male,Canada,Candy Crush Saga,30,Chrome,90,5214.34
Female,Canada,Candy Crush Saga,26,Internet Explorer,1,2749.85
Male,United States,Candy Crush Saga,30,Opera,18,1093.05
Male,United States,Candy Crush Saga,24,Safari,34,2734.14
Male,Canada,Zynga Poker,29,Opera,8,9310.16
Male,Canada,Zynga Poker,22,Chrome,16,4825.13
Female,France,Zynga Poker,24,Safari,73,9947.91
Male,United States,Township,24,Internet Explorer,77,1072.64
Male,France,Township,24,Safari,49,7753.71
Male,France,Township,20,Safari,1,8122.33
Male,France,Candy Crush Saga,27,Internet Explorer,1,3489.27
Female,France,Township,21,Safari,68,3058.45
Male,United States,Zynga Poker,23,Internet Explorer,71,4018.79
Male,France,Township,29,Safari,75,7497.96
Male,France,Candy Crush Saga,18,Safari,1,4731.91
Female,United States,Candy Crush Saga,20,Internet Explorer,36,1640.61
Female,United States,Zynga Poker,21,Chrome,51,6004.25
Male,United States,Zynga Poker,25,Internet Explorer,60,834.89
Male,France,Candy Crush Saga,23,Internet Explorer,31,7448.74
Male,France,Candy Crush Saga,20,Opera,31,5718.57
Male,United States,Zynga Poker,22,Internet Explorer,24,3637.91
Female,Canada,Township,21,Safari,8,7302.18
Male,United States,Township,24,Opera,56,1303.94
Male,France,Zynga Poker,22,Safari,56,3136.56
Female,United States,Township,28,Internet Explorer,57,1741.93
Female,United States,Zynga Poker,24,Internet Explorer,10,5018.12
Male,Canada,Township,22,Internet Explorer,98,6887.2
Female,United States,Township,20,Internet Explorer,77,5227.83
Female,Canada,Candy Crush Saga,30,Safari,32,9619.09
Male,France,Township,22,Opera,81,7895.13
Male,United States,Zynga Poker,18,Opera,57,7054.87
Female,France,Township,18,Safari,13,8128.78
Female,United States,Candy Crush Saga,25,Safari,75,3580.99
Female,France,Candy Crush Saga,18,Chrome,17,672.68
Male,France,Candy Crush Saga,18,Internet Explorer,71,7030.43
